rowIndex,ClaimAmounts
0,2057.055051300956
1,1875.8791601353153
2,2164.548241438276
3,2190.327405500405
4,1898.095823726746
5,2336.6893488686214
6,2093.9079985317417
7,2180.175126986977
8,2503.2051325460234
9,1960.434452161548
10,2097.4365811521707
11,1771.5706414030349
12,2547.1367226497578
13,1590.576705280916
14,2287.7456912929574
15,3137.1143128797567
16,2308.96361873659
17,2215.734433947709
18,2511.238127795808
19,1713.1352894030788
20,1758.048935980618
21,2560.644626218658
22,2121.9562446836194
23,2049.0470866471974
24,1974.3618731560455
25,2145.2316588712356
26,2605.297892240305
27,1862.9593083675982
28,2111.986486651346
29,1744.2304011794665
30,2006.0492848767483
31,1851.0270719665507
32,2093.3258824219342
33,1970.1411543612253
34,2518.1539597648944
35,1804.0786487764003
36,2036.355394954708
37,1818.5170905893801
38,2021.9303875535097
39,2665.628313569377
40,3213.928665903891
41,2430.821510983376
42,2560.5289604291725
43,1722.1882386958189
44,1774.4094925841014
45,3847.630909256071
46,2505.7185085714677
47,2328.7176584185154
48,2287.2072844967847
49,1856.8671392161805
50,1649.2024231507899
51,2459.2981626115406
52,1707.2429926044094
53,1848.0141207391546
54,2133.379799042811
55,2138.5799775472738
56,1951.6906435333224
57,1882.7986567712985
58,1980.5905547879809
59,1926.6695680686134
60,2059.4886612358187
61,1662.7629488020175
62,2357.8949820136777
63,1994.1499021804598
64,2189.424426785217
65,1603.3848074400835
66,2276.4563345194865
67,2200.044500522645
68,2283.52255914492
69,2945.1402808239695
70,1874.1322171305603
71,2617.1024242455396
72,2581.843620284781
73,2290.732348668347
74,2630.2623902883156
75,1937.6583373648264
76,2560.5401616944914
77,1755.9898780698018
78,1824.3062933253175
79,1793.3472116787764
80,2230.1059672149577
81,1805.7137694386358
82,1521.9054095959225
83,2169.6122929649264
84,2180.6380411613177
85,2064.863254849429
86,2398.1197116461767
87,2402.309095515602
88,2090.110640036494
89,2226.8792549047803
90,1945.4935454134106
91,2714.166015677893
92,1932.8435372884637
93,1819.019810626156
94,1873.4279910793662
95,1750.3192408914517
96,2844.41694580158
97,2118.069627155193
98,1956.0533735666988
99,2534.629863760149
100,1968.4858418123006
101,2065.6363357386103
102,1692.8076217633231
103,2042.6413854551563
104,1788.860233709751
105,1952.3129166517292
106,1799.0479553578855
107,2163.6780416213805
108,1898.609593601581
109,1902.9943540547424
110,2287.042315769101
111,1951.967000086597
112,2115.9452787217906
113,1745.9368562815434
114,2137.576326295435
115,1610.386656454838
116,1832.226794379065
117,1904.900688561374
118,2101.6455553277306
119,2617.2964030520725
120,2066.8867097386883
121,2258.3576479597796
122,1834.1587198472962
123,2026.6361266799897
124,1899.7643239867728
125,2462.318824196459
126,1645.7759487957533
127,1792.1115622257175
128,1732.2606571272736
129,2024.830112071521
130,1796.050804541178
131,1839.076806259259
132,2006.2337775630326
133,2435.7876700681218
134,2978.3909865506603
135,1987.9752205390243
136,2191.095108086624
137,2178.2749652714892
138,1686.0153167927742
139,1794.172441167616
140,2076.6862829094516
141,2326.3076514070617
142,1854.3493297597427
143,2447.872577283571
144,2034.7962778994852
145,2089.854254374982
146,1845.4262483212162
147,2107.558597327961
148,2760.893965945869
149,2213.628603361219
150,1979.8884195483697
151,1740.413638053684
152,2247.3422287742924
153,2018.9440922873082
154,2311.6818803238525
155,2421.553689207684
156,1844.468957317425
157,2075.8434621373035
158,2244.3070325781564
159,2003.0320950707824
160,1744.0611078684685
161,1814.7203389220808
162,2281.0709249696815
163,2316.2448623237265
164,2726.193140216329
165,2237.370317071049
166,1968.2938072423651
167,2545.378239442303
168,2837.1855395312546
169,1826.0503052106685
170,2009.5181502602795
171,1937.6406320519961
172,1927.4928641423605
173,2000.2199622486567
174,2415.876064627796
175,2136.8309043287964
176,1929.809290176041
177,2034.3880060195934
178,1923.0348746711613
179,3083.3261848936227
180,3414.127608727622
181,2357.2435909642963
182,2490.0585840249296
183,2534.6697716463664
184,1956.8069609132128
185,1927.0766008648604
186,2069.4830867598585
187,2104.626822263235
188,1795.7140184813113
189,2166.5093686077894
190,1850.3311377971397
191,1793.088688986844
192,1961.1556298852415
193,2451.2462774885457
194,2415.3970784414964
195,1996.2591514403255
196,2290.9162678932285
197,1925.4334500960342
198,1820.379904331599
199,1554.164042105723
200,2298.905166119282
201,2224.998145202211
202,2058.8011197539204
203,2386.4034165915737
204,2021.1125087297044
205,1543.6127731785014
206,2137.058648938007
207,2115.339919168442
208,1921.6492570773787
209,1918.2650427252768
210,1873.8145976403089
211,3155.8763759379135
212,1682.0690357245273
213,2031.8284188273947
214,2303.218669058371
215,2398.612356310338
216,2375.3934807948795
217,2494.996706499316
218,2482.392738971558
219,2068.0338580019943
220,2181.184291902785
221,2361.127741333474
222,2264.4296030844594
223,1813.7942580727074
224,1731.306309329605
225,1672.5092251597246
226,2321.478537988621
227,2119.1125384113698
228,2243.189672285287
229,2538.618347610137
230,1922.1431573710743
231,2318.1801150456563
232,1813.831686386749
233,1864.3342630611971
234,2151.885701792996
235,2038.751285814504
236,2924.1222702138557
237,2368.8908314291807
238,2160.6034815444405
239,1739.434856334302
240,2090.6136561807057
241,2081.1362432833844
242,1738.8041812559993
243,2019.6636064265645
244,2021.1125087297044
245,1861.0888463652927
246,2477.164506298337
247,2309.4427170997196
248,2584.178488838143
249,2051.8196033787776
250,1900.6609630718604
251,1935.236858975217
252,1904.6132571394555
253,2276.2652164830242
254,2105.784682294257
255,2014.430061917844
256,1699.335002349279
257,2163.9564451777196
258,2268.0588477986994
259,1767.6666522045653
260,2002.1719670768819
261,1990.8138696417107
262,2112.982651971584
263,2530.6538612800023
264,1878.2527429624513
265,2901.467840155445
266,2249.7437218073205
267,1997.242506538501
268,2690.7829356197303
269,2163.4685170716057
270,2443.7393625113136
271,2878.071084304315
272,2174.014617768768
273,1931.2432619558883
274,1930.6331595404838
275,1909.3268895292372
276,2091.313756703355
277,2537.0483462974785
278,2237.862760017417
279,2040.3346513102122
280,2346.1174181565875
281,2534.6697716463664
282,1895.5744166025913
283,1711.0460618219047
284,2331.7730319459665
285,2093.849501458416
286,1859.152270725604
287,2122.969189217993
288,1773.3663667678104
289,1951.3897606631692
290,2339.6324676432837
291,2097.2552687882157
292,2120.9251715238597
293,2700.4480912039194
294,1880.2887764037118
295,2499.3336340566607
296,2061.679569919333
297,1821.9745207385477
298,2243.1618561698206
299,2468.0652002410243
300,2023.9221707303207
301,2442.7186497097246
302,2131.5949278045805
303,2554.1923338209886
304,1966.3631944517483
305,1787.06134547929
306,1906.7563154974844
307,2652.575361696084
308,1949.6678178581153
309,2028.078897967837
310,2350.428714216077
311,3139.5610956455685
312,1661.6828223166756
313,2424.0046601655754
314,2003.4823579513743
315,2699.924603818507
316,2500.743112965313
317,2367.3389634110345
318,2340.7048933508354
319,1928.644127578028
320,2078.550340825301
321,1707.3084998525794
322,2372.9838043651375
323,2072.0507702014534
324,2304.7294382027344
325,1654.4784761528383
326,2452.9793057365637
327,2561.9488913353734
328,2222.342355165451
329,1894.131988804177
330,1886.5929012688368
331,2278.742111599498
332,2289.698880905821
333,2540.6384510471134
334,2147.827603269803
335,2252.9297601645567
336,1850.1131932572007
337,2045.3148385061345
338,2065.3962198219656
339,2298.374048733955
340,2092.0724738562003
341,2448.966645251017
342,1901.173714032307
343,1944.7262845540592
344,1931.7020144818273
345,1944.1661036409114
346,2277.9525083249914
347,2150.6883857388575
348,2258.898310290494
349,1921.0922232449097
350,1777.1770145625724
351,1647.1679314412986
352,1987.2050494469408
353,1967.529571052044
354,2141.1635949794777
355,1785.9439338305322
356,2280.8756996331854
357,2510.6014134952666
358,2498.785446982183
359,2372.098318986086
360,2008.059649251576
361,2057.6792587961504
362,1933.4608639244184
363,1994.2778567081489
364,3310.5009869435876
365,2132.4079914083345
366,2023.5828883748386
367,2658.201351072449
368,2168.8670371880703
369,2064.029071203032
370,2062.0221005448293
