rowIndex,ClaimAmounts
0,116.34962514905659
1,152.55747443207545
2,160.16117391509434
3,116.34962514905662
4,114.1615524135849
5,145.8179802773585
6,160.16117391509434
7,160.16117391509434
8,186.9557135037736
9,140.04796636792452
10,169.70834372641508
11,178.06798279811318
12,80.50380128905661
13,169.70834372641508
14,186.9557135037736
15,154.20158923584907
16,78.6888401090566
17,169.70834372641508
18,124.86611970377359
19,118.85151194150943
20,169.70834372641508
21,132.37602086075472
22,160.16117391509434
23,116.34962514905662
24,160.16117391509434
25,160.16117391509434
26,116.34962514905659
27,116.34962514905659
28,146.84484648867922
29,160.16117391509434
30,160.16117391509434
31,120.18489916452829
32,125.89679496037735
33,295.7812519226415
34,124.86611970377359
35,160.16117391509434
36,143.0103046207547
37,169.70834372641508
38,156.34453708150943
39,167.16242843207544
40,186.9575248245283
41,140.04796636792452
42,126.14714940339623
43,152.55747443207545
44,116.34962514905662
45,114.1615524135849
46,167.16242843207547
47,160.16117391509434
48,160.16117391509434
49,169.70834372641508
50,99.19875585471699
51,226.0670016660377
52,104.39679564566036
53,160.16117391509434
54,140.04796636792452
55,160.16117391509434
56,172.94987254150942
57,169.70834372641508
58,82.6918740245283
59,169.70834372641508
60,104.39679564566036
61,132.37420953999998
62,63.352931994716975
63,160.16117391509434
64,125.89679496037738
65,116.34962514905659
66,129.40480579245283
67,169.70834372641508
68,160.1611739150943
69,116.34962514905662
70,140.04796636792452
71,114.1615524135849
72,132.37602086075472
73,160.16117391509434
74,116.34962514905659
75,281.312426294717
76,153.9281689566038
77,116.34962514905659
78,121.35339873396225
79,160.16117391509434
80,213.89870170377358
81,160.16117391509434
82,116.34962514905659
83,167.16242843207547
84,103.03402987018869
85,132.37420953999998
86,136.4628326962264
87,145.8179802773585
88,140.04796636792452
89,125.89679496037735
90,139.1936677871698
91,167.16242843207547
92,169.70834372641508
93,160.16117391509434
94,160.16117391509434
95,116.34962514905659
96,136.4628326962264
97,129.4095159301887
98,191.5009210509434
99,160.16117391509434
100,160.16117391509434
101,114.1615524135849
102,116.34962514905662
103,129.4095159301887
104,160.16117391509434
105,116.34962514905662
106,122.22075722452831
107,160.1611739150943
108,160.16117391509434
109,63.03911793773585
110,163.51813156037736
111,169.70834372641508
112,114.1615524135849
113,120.18489916452829
114,132.37420953999998
115,125.89679496037735
116,289.4946503173585
117,278.3495440056604
118,160.16117391509434
119,160.16117391509434
120,169.70834372641508
121,169.70834372641508
122,120.18489916452832
123,157.10087065849055
124,136.46283269622643
125,164.13624476792452
126,263.14798053433964
127,169.7083437264151
128,160.16117391509434
129,251.46964247735846
130,152.55747443207545
131,169.70834372641508
132,116.34962514905659
133,141.8545700290566
134,116.34962514905659
135,160.16117391509434
136,125.89679496037738
137,264.900514990566
138,108.74592566603775
139,169.70834372641508
140,63.354743315471694
141,186.95571350377358
142,160.1611739150943
143,160.16117391509434
144,116.34962514905659
145,104.39679564566036
146,121.54766494
147,160.16117391509434
148,80.50380128905661
149,129.4095159301887
150,116.34962514905659
151,169.70834372641508
152,160.1611739150943
153,121.75330662075471
154,124.86611970377359
155,80.35968990188678
156,104.39679564566036
157,278.3477326849057
158,160.16117391509434
159,116.34962514905662
160,80.50380128905661
161,169.70834372641508
162,116.34962514905662
163,176.25103220566035
164,76.04351832830189
165,160.16117391509434
166,116.34962514905662
167,124.86611970377359
168,116.34962514905659
169,157.10087065849058
170,184.65675187962262
