rowIndex,ClaimAmounts
0,-0.05438189544277986
1,-0.11219488690048177
2,-0.20412129006707708
3,-0.08492502203969167
4,-0.05554606865530216
5,0.024662616042761796
6,-0.1959025996432791
7,-0.16774782856094902
8,0.02201939870809704
9,-0.13003453984551017
10,-0.19977140637149557
11,0.0025598305833016226
12,-0.0600580320466663
13,-0.06095371707900781
14,0.020877647432315925
15,0.04987887002459735
16,0.056743175475844065
17,-0.16034076346389195
18,0.0034584026823044306
19,-0.030523637901653942
20,-0.10509006169240687
21,-0.03337962759549725
22,-0.16462640489881178
23,-0.09255295852210163
24,-0.10458430941205946
25,-0.22269537925266888
26,-0.13675336992559609
27,-0.17130044784954462
28,0.013104741112352615
29,-0.10114297313387936
30,-0.2055625404319765
31,-0.020929648435946566
32,-0.08197675050205648
33,0.011834896080493314
34,0.004721632534962252
35,-0.1055464804064096
36,-0.06847856649880844
37,-0.1181044716456505
38,-0.0329125832931857
39,0.03134854838032199
40,0.027866628170610627
41,-0.3545840084315712
42,0.06162449618934091
43,-0.07612524740863048
44,-0.06474469489930436
45,-0.19903455798728323
46,0.02912005277993845
47,-0.20666628981258675
48,-0.2828362352753142
49,-0.11841414539944069
50,-0.045624335735785
51,-0.011058516209159115
52,-0.020956054807828254
53,-0.1085485597828197
54,-0.19691207545681647
55,-0.2298664073744299
56,0.005704904824880902
57,-0.1499002261002192
58,-0.040705493088935875
59,-0.14702105989987843
60,-0.029446244295775897
61,-0.02254954967334333
62,-0.0506709748698265
63,-0.1157536207601376
64,-0.3044267213690694
65,-0.0642437339225628
66,0.04738074025421521
67,-0.2528916877413672
68,-0.15886221736664302
69,-0.12657881853753647
70,-0.15850050286692957
71,-0.11353820370148562
72,-0.02493082352088275
73,-0.164537052503447
74,-0.15239284080892182
75,-0.019764918283749263
76,0.0412198730850256
77,-0.04669678331486383
78,-0.07687443468365877
79,-0.11031997216706525
80,0.03393699559523844
81,-0.10509529204496611
82,-0.06271292786447084
83,0.03285315401836093
84,-0.02999650097845685
85,-0.02181447007963747
86,-0.14807384106698915
87,0.02654577415790629
88,-0.2414061027707726
